MSSubClass,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,FireplaceQu,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold
50,60,5586,7,6,7,1920,1998,1,1,0,0,2,0,901,901,1088,110,1198,4,7,0,0,0,0,98,9,2008
160,24,1920,22,5,5,1971,1971,3,3,376,0,1,471,294,765,765,600,1365,2,6,0,1971,440,240,36,8,2007
60,100,10839,17,6,5,1997,1998,0,0,0,0,2,0,926,926,926,678,1604,3,7,1,1997,470,0,36,7,2008
180,21,1890,14,4,7,1972,1972,6,6,0,3,1,495,135,630,630,0,630,1,3,0,0,0,88,0,6,2008
60,43,10667,0,7,6,1996,1996,0,0,0,3,0,385,70,799,827,834,1661,3,6,1,1996,550,158,61,4,2009
50,40,4400,7,6,8,1920,1950,9,8,0,0,2,0,648,648,734,384,1118,2,6,0,1990,440,0,0,10,2006
45,50,6000,8,6,7,1926,2004,2,5,0,0,2,0,884,884,904,0,904,2,4,0,1926,180,0,0,1,2009
30,40,4280,2,5,6,1913,2002,5,8,0,0,6,365,75,440,694,0,694,2,4,2,1990,352,0,0,3,2007
50,67,12354,15,6,8,1920,2000,2,5,0,2,2,0,684,684,684,512,1196,3,7,0,2005,528,0,46,8,2009
20,105,15431,10,10,5,2008,2008,0,0,200,1,0,1767,788,3094,2402,0,2402,2,10,2,2008,672,0,72,4,2009
90,92,12108,15,4,4,1955,1955,0,0,270,0,1,133,1307,1440,1440,0,1440,4,8,0,0,0,0,0,9,2008
50,52,6240,8,5,7,1930,1992,1,1,0,0,2,0,1078,1078,1128,445,1573,3,8,2,1930,360,0,0,6,2008
120,53,3922,21,7,5,2006,2007,5,2,72,3,2,0,1258,1258,1258,0,1258,2,6,2,2007,648,144,16,6,2007
60,70,8750,0,7,5,1994,1995,0,0,0,0,0,642,273,915,933,975,1908,4,8,1,1994,493,144,133,7,2008
20,73,9855,15,6,5,1956,1956,2,5,0,0,2,0,1436,1436,1689,0,1689,3,7,2,1956,480,0,0,11,2009
20,137,16492,11,6,6,1966,2002,4,4,0,0,1,247,557,1517,1888,0,1888,2,6,2,1966,578,0,0,6,2010
60,0,11214,17,7,5,1998,1999,0,0,0,0,2,0,930,930,956,930,1886,4,10,1,1998,431,89,0,7,2006
50,50,8600,13,6,6,1937,1950,1,1,0,0,2,0,780,780,780,596,1376,3,7,2,1937,198,0,0,6,2006
50,50,6000,7,3,7,1948,2002,1,1,0,0,1,331,318,649,679,504,1183,2,6,0,1981,308,0,176,6,2007
30,70,5684,7,6,8,1930,2005,2,5,0,0,2,0,813,813,813,0,813,2,5,0,1932,270,0,113,6,2006
20,62,70761,19,7,5,1975,1975,7,4,0,1,1,655,878,1533,1533,0,1533,2,5,1,1975,576,200,54,12,2006
60,0,9303,16,6,5,1996,1997,0,0,42,0,1,742,130,872,888,868,1756,3,7,0,1996,422,144,122,7,2007
60,75,9000,5,8,5,2008,2008,0,0,0,0,2,0,768,768,786,804,1590,3,6,0,2008,676,0,30,6,2009
90,63,9297,4,5,5,1976,1976,7,4,0,0,1,1606,122,1728,1728,0,1728,4,8,0,1976,560,0,0,7,2006
20,80,9600,6,7,6,1973,1973,3,3,320,0,1,916,326,1242,1242,0,1242,3,6,1,1973,528,0,0,9,2007
70,34,4571,7,5,5,1916,1950,8,9,0,0,2,0,624,624,624,720,1344,4,7,0,1916,513,0,0,5,2008
20,0,53227,19,4,6,1954,1994,7,4,0,1,4,1116,248,1364,1663,0,1663,2,6,2,1954,529,224,137,3,2008
70,0,5100,7,8,7,1925,1996,9,2,0,0,2,0,588,588,833,833,1666,3,7,2,1925,228,192,63,6,2008
50,0,7015,8,5,4,1950,1950,1,1,161,0,6,185,524,709,979,224,1203,3,5,1,1950,352,0,0,7,2009
60,75,8004,5,8,5,2009,2009,0,0,110,0,0,544,288,832,832,1103,1935,3,8,0,2009,552,0,150,12,2009
70,60,7200,23,7,9,1936,2007,2,5,0,0,1,350,0,560,575,560,1135,3,6,0,1971,576,256,0,4,2009
20,60,8281,9,5,5,1965,1965,1,1,0,0,3,553,0,864,864,0,864,3,5,5,1965,360,0,0,12,2009
70,74,11988,2,6,7,1934,1995,9,8,0,0,6,326,389,715,849,811,1660,3,6,2,1939,240,0,0,8,2008
20,60,8430,0,5,5,1978,1978,3,3,136,0,3,616,424,1040,1040,0,1040,3,5,0,0,0,0,0,8,2009
120,0,3072,21,7,5,2004,2004,0,0,18,0,2,0,1375,1375,1414,0,1414,2,6,1,2004,398,144,20,5,2006
20,85,10628,11,7,5,1970,1970,7,4,0,1,0,778,499,1277,1277,0,1277,2,5,5,1970,526,0,0,4,2007
70,79,9480,11,5,7,1942,1995,1,1,224,0,6,386,342,728,888,756,1644,3,7,2,1942,312,168,0,6,2007
20,98,11428,10,8,5,2006,2006,0,0,248,0,2,0,1626,1626,1634,0,1634,3,7,2,2006,866,0,44,5,2007
60,76,9291,12,6,5,1993,1993,3,3,120,0,0,426,406,832,832,878,1710,3,7,0,1993,506,144,70,6,2008
120,0,6820,18,8,5,1985,1985,3,3,0,3,0,368,0,1488,1502,0,1502,1,4,0,1985,528,0,54,6,2010
60,92,11952,6,7,6,1977,1977,5,4,0,0,2,0,808,808,1161,808,1969,3,8,2,1977,534,0,0,11,2007
180,35,3675,15,6,5,2005,2005,0,0,80,1,0,459,88,547,1072,0,1072,2,5,0,2005,525,0,28,6,2008
20,110,14977,10,8,5,2006,2007,0,0,304,1,0,1350,626,1976,1976,0,1976,2,7,4,2006,908,250,63,7,2007
120,41,5330,18,8,5,2000,2000,6,6,0,3,0,1196,298,1494,1652,0,1652,2,6,0,2000,499,96,48,8,2007
20,80,8480,9,5,6,1963,1963,3,3,0,0,0,630,340,970,970,0,970,2,5,0,1996,624,0,24,7,2007
20,75,13125,0,6,5,1997,1998,0,0,215,1,0,994,484,1478,1493,0,1493,3,7,1,1997,508,140,39,4,2008
60,105,13693,10,9,5,2006,2006,0,0,772,3,2,0,2153,2153,2069,574,2643,3,9,2,2006,694,414,84,3,2007
20,79,10637,0,8,5,2007,2008,0,0,336,1,0,1288,417,1705,1718,0,1718,3,7,2,2007,826,208,44,9,2009
30,50,5925,7,4,7,1937,2000,9,8,435,0,3,168,739,907,1131,0,1131,2,7,0,1995,672,0,72,3,2007
20,98,16033,10,9,5,2004,2005,0,0,378,1,0,1261,572,1833,1850,0,1850,3,8,2,2004,772,519,112,3,2006
20,72,11846,10,9,5,2003,2004,0,0,562,1,0,1567,225,1792,1792,0,1792,2,6,2,2003,874,206,49,8,2006
70,50,2500,7,7,8,1915,2005,9,8,0,0,1,299,611,910,916,910,1826,4,7,2,1915,164,0,0,6,2009
120,32,4500,4,6,5,1998,1998,0,0,116,0,0,897,319,1216,1216,0,1216,2,5,0,1998,402,0,125,5,2006
20,0,7758,9,5,7,1962,2001,3,4,0,0,1,588,411,999,999,0,999,3,6,0,1963,264,0,132,3,2007
20,80,9600,11,5,7,1950,2007,1,1,0,0,1,607,506,1113,1113,0,1113,3,5,2,1950,264,0,80,7,2009
20,79,10289,11,5,7,1965,1965,1,1,168,0,1,836,237,1073,1073,0,1073,3,6,0,1965,515,0,0,6,2007
20,70,12243,6,5,6,1971,1971,7,4,0,3,1,998,486,1484,1484,0,1484,3,7,1,1971,487,224,0,2,2007
190,60,10800,7,5,4,1900,1970,2,5,0,0,4,664,290,954,1766,648,2414,3,10,2,1970,520,142,0,5,2006
180,21,1526,14,4,8,1970,2002,6,6,0,3,0,515,115,630,630,0,630,1,3,0,1970,286,0,0,5,2009
160,0,2665,14,5,6,1976,1976,6,6,0,2,2,0,264,264,616,688,1304,3,4,2,1976,336,141,24,6,2008
50,79,9490,11,6,7,1941,1950,2,5,0,0,4,403,238,806,958,620,1578,3,5,1,1941,240,0,0,8,2006
60,105,15578,17,6,5,2006,2006,0,0,0,0,2,0,728,728,728,728,1456,3,8,0,2006,429,0,0,5,2006
20,70,7931,11,5,6,1960,1960,4,5,0,0,4,374,363,1269,1269,0,1269,3,6,3,1964,308,0,0,6,2008
30,50,5784,7,5,8,1938,1996,1,1,0,0,2,0,190,190,886,0,886,2,4,0,1938,273,144,20,12,2009
30,60,7879,13,4,5,1920,1950,2,5,0,0,3,495,225,720,720,0,720,2,4,0,0,0,0,523,11,2009
20,0,12692,3,8,5,1992,1993,4,7,0,0,0,1231,1969,3200,3228,0,3228,4,10,2,1992,546,264,75,5,2007
50,60,9120,8,7,6,1925,1950,2,5,0,0,3,329,697,1026,1133,687,1820,4,8,0,1925,240,0,100,6,2008
20,65,7800,9,5,7,1967,2004,3,3,89,0,1,450,414,864,899,0,899,3,5,0,1967,288,64,0,6,2009
20,70,7535,11,5,7,1958,1985,1,1,0,0,4,111,522,912,912,0,912,2,5,0,1958,297,12,285,6,2007
160,21,1890,22,6,5,1973,1973,3,3,285,0,4,356,316,672,672,546,1218,3,7,0,1973,264,144,28,5,2007
60,75,9803,5,7,5,2005,2005,0,0,0,0,0,400,466,866,866,902,1768,3,7,0,2005,603,0,108,2,2008
20,70,9170,15,5,7,1965,1965,1,1,0,0,1,698,420,1214,1214,0,1214,2,6,0,1965,461,0,0,4,2007
20,100,15602,2,7,8,1959,1997,4,5,0,0,1,1247,254,1501,1801,0,1801,1,6,1,1959,484,0,54,3,2010
160,24,2308,20,6,5,1974,1974,7,10,0,0,1,257,103,855,855,467,1322,3,6,3,1974,440,260,0,6,2009
90,60,7596,7,5,5,1952,1952,2,5,360,0,2,0,960,960,960,1000,1960,4,10,0,1952,400,0,0,7,2009
60,80,9554,12,8,5,1993,1994,0,0,125,0,0,380,397,777,1065,846,1911,3,8,1,1993,471,182,81,9,2006
20,75,7862,5,6,5,2009,2009,0,0,0,0,0,27,1191,1218,1218,0,1218,2,4,0,2009,676,0,102,9,2009
70,60,9600,7,7,9,1928,2005,1,1,0,0,3,141,548,689,689,689,1378,3,7,2,1928,360,0,0,10,2008
20,80,9600,11,5,6,1959,1959,1,1,132,0,1,991,50,1041,1041,0,1041,3,6,0,1959,270,224,88,7,2009
20,75,14559,11,5,7,1951,2000,2,5,70,0,4,650,178,1008,1363,0,1363,2,6,1,1951,288,324,42,6,2009
120,40,6792,10,7,5,2005,2006,0,0,94,0,2,0,1368,1368,1368,0,1368,2,6,2,2005,474,132,35,3,2006
20,70,9100,11,5,5,1958,1958,0,0,0,0,4,521,169,864,864,0,864,3,5,0,1964,624,0,0,7,2006
20,71,9187,4,6,5,1983,1983,0,0,0,0,1,336,748,1084,1080,0,1080,3,5,0,1983,484,120,0,6,2007
45,55,10594,2,5,5,1926,1950,2,5,0,0,2,0,768,768,789,0,789,2,5,0,1926,200,0,0,6,2007
20,94,12220,10,10,5,2009,2009,6,6,305,0,0,1436,570,2006,2020,0,2020,3,9,2,2009,900,156,54,9,2009
80,0,10448,6,6,6,1972,1972,3,3,333,0,2,0,689,689,1378,741,2119,3,7,1,1972,583,0,104,8,2009
60,79,10208,3,7,5,1996,1997,0,0,921,0,2,0,1264,1264,1277,1067,2344,3,7,1,1996,889,220,0,7,2009
60,0,9531,0,6,5,1998,1998,0,0,0,2,0,706,88,794,882,914,1796,3,7,0,1998,546,0,36,5,2007
70,53,10918,2,7,9,1926,2004,1,1,0,0,2,0,1276,1276,1276,804,2080,3,9,2,1926,282,0,0,6,2009
190,60,10800,7,4,7,1900,2000,1,1,0,4,5,0,0,0,694,600,1294,3,7,0,0,0,220,114,8,2008
20,90,11988,11,6,6,1957,1957,0,0,0,0,3,777,467,1244,1244,0,1244,3,6,2,1957,336,0,40,5,2007
50,50,5000,8,6,7,1947,1950,6,6,0,0,1,399,605,1004,1004,660,1664,3,7,2,1950,420,0,24,10,2006
60,130,40094,15,10,5,2007,2008,6,6,762,1,0,2260,878,3138,3138,1538,4676,3,11,2,2007,884,208,406,10,2007
60,95,11787,3,7,5,1996,1997,0,0,594,0,0,719,660,1379,1383,1015,2398,3,8,1,1996,834,239,60,8,2007
20,62,7500,5,7,5,2005,2005,0,0,0,0,2,0,1257,1257,1266,0,1266,3,6,1,2005,453,38,144,4,2006
20,70,13300,11,5,7,1956,2000,2,5,0,0,3,377,551,928,928,0,928,2,4,0,1956,252,261,0,6,2007
60,67,14948,10,9,5,2008,2008,0,0,268,3,0,1330,122,1452,1476,1237,2713,3,11,2,2008,858,126,66,11,2008
30,58,9098,15,4,7,1920,2002,2,5,0,2,1,348,180,528,605,0,605,2,5,0,0,0,0,0,7,2007
20,0,32668,2,6,3,1957,1975,2,13,0,0,3,1219,816,2035,2515,0,2515,4,9,1,1975,484,0,0,3,2007
80,85,10200,16,6,5,1988,1989,3,3,219,3,0,783,678,1461,1509,0,1509,3,5,3,1988,600,224,0,8,2008
70,60,6155,8,6,8,1920,1999,2,5,0,2,2,0,611,611,751,611,1362,3,6,0,1920,502,0,0,6,2008
20,60,7200,11,5,7,1955,2007,0,0,0,4,5,0,0,0,827,0,827,2,5,5,1967,392,0,0,4,2010
20,50,5000,8,1,3,1946,1950,0,0,0,4,5,0,0,0,334,0,334,1,2,0,0,0,0,0,1,2007
60,74,9056,17,8,5,2004,2004,0,0,0,3,2,0,707,707,707,707,1414,3,6,2,2004,403,100,35,10,2006
190,70,7000,15,5,7,1910,1991,1,1,0,1,0,969,148,1117,820,527,1347,3,5,0,0,0,85,0,1,2008
60,57,8924,0,7,5,1998,1999,0,0,0,3,2,0,880,880,880,844,1724,3,8,0,1998,527,120,155,7,2008
20,0,12735,11,4,5,1972,1972,1,1,0,0,4,600,264,864,864,0,864,3,5,0,1980,576,216,0,4,2008
20,0,11553,9,5,5,1968,1968,7,4,188,0,4,673,378,1051,1159,0,1159,3,7,3,1968,336,466,0,7,2006
20,0,11423,0,8,5,2001,2002,0,0,479,3,0,1358,223,1581,1601,0,1601,3,6,1,2001,670,180,0,5,2010
20,85,14601,16,9,5,2006,2006,0,0,584,3,0,1260,578,1838,1838,0,1838,2,8,2,2006,765,270,68,3,2009
60,0,11000,3,8,5,2000,2000,0,0,72,0,2,0,969,969,997,1288,2285,4,8,1,2000,648,0,56,6,2007
20,78,10140,6,7,5,1998,1999,0,0,0,0,6,144,379,1650,1680,0,1680,3,7,1,1998,583,78,73,6,2009
120,34,4058,11,7,5,1998,1998,1,1,182,3,0,584,0,723,767,0,767,1,4,0,1998,367,120,40,6,2007
60,58,17104,17,7,5,2006,2006,0,0,0,3,0,554,100,654,664,832,1496,3,7,2,2006,426,100,24,9,2006
50,0,13837,6,7,5,1988,1988,3,3,178,0,0,1002,0,1204,1377,806,2183,4,9,0,1988,786,0,0,2,2006
50,70,8737,8,6,7,1923,1950,4,5,0,0,3,300,765,1065,915,720,1635,3,6,2,1950,440,0,38,5,2007
85,54,7244,4,5,7,1970,1970,0,0,0,3,1,619,149,768,768,0,768,2,5,0,1987,624,104,0,4,2007
20,49,8235,7,5,7,1955,1995,1,1,0,0,6,180,0,825,825,0,825,2,4,0,1963,720,140,50,6,2008
60,75,9375,5,7,5,2003,2004,0,0,0,0,2,0,912,912,912,1182,2094,4,8,2,2003,615,182,182,11,2009
120,53,4043,20,6,6,1977,1977,7,4,0,0,1,559,510,1069,1069,0,1069,2,4,0,1977,440,0,55,10,2008
20,50,6000,7,5,6,1957,1957,4,7,0,0,3,308,620,928,928,0,928,3,5,0,1957,288,0,0,6,2008
20,87,11146,10,8,5,2006,2006,0,0,250,3,2,0,1709,1709,1717,0,1717,3,7,2,2006,908,169,39,7,2009
20,67,8777,15,4,5,1949,2003,0,0,0,4,5,0,0,0,1126,0,1126,2,5,0,2002,520,0,96,5,2009
60,85,10625,10,7,5,2003,2004,0,0,292,0,0,866,132,998,1006,1040,2046,3,8,2,2003,871,320,62,8,2008
45,58,6380,8,5,6,1922,1950,1,1,0,0,2,0,993,993,1048,0,1048,2,5,2,1922,280,0,0,8,2006
20,69,14850,11,5,5,1957,1957,2,5,0,0,3,895,197,1092,1092,0,1092,2,6,1,1957,299,268,0,5,2006
50,60,11040,13,4,6,1920,1950,1,1,0,0,3,637,0,637,897,439,1336,3,7,0,1994,570,0,47,9,2006
60,57,21872,17,7,5,1996,1997,3,3,0,1,0,604,125,729,729,717,1446,3,6,1,1996,406,264,22,8,2008
120,0,3196,21,7,5,2003,2004,0,0,18,1,2,0,1374,1374,1557,0,1557,2,7,1,2003,420,143,20,10,2006
20,0,11341,9,5,6,1957,1996,2,5,180,0,1,1302,90,1392,1392,0,1392,3,5,2,1957,528,0,0,5,2010
20,77,10010,4,5,5,1974,1975,3,3,0,3,1,1071,195,1389,1389,0,1389,2,6,1,1975,418,240,38,4,2006
30,63,13907,15,5,6,1940,1969,5,2,0,0,4,290,706,996,996,0,996,3,6,2,0,0,144,0,7,2008
50,66,21780,15,6,7,1918,1950,2,5,0,2,2,0,1163,1163,1163,511,1674,4,8,2,1955,396,72,36,7,2008
60,0,13346,3,7,5,1992,2000,3,3,0,0,0,728,367,1095,1166,1129,2295,4,9,1,1992,590,0,40,7,2006
70,66,6858,23,6,4,1915,1950,2,5,0,0,2,0,806,806,841,806,1647,4,6,0,1920,216,0,66,5,2010
60,77,11198,18,9,5,2005,2007,0,0,245,0,2,0,1122,1122,1134,1370,2504,4,11,2,2005,656,144,39,6,2008
20,70,10171,10,7,5,2004,2004,0,0,168,0,0,2,1515,1517,1535,0,1535,3,7,0,2004,532,0,0,3,2010
50,79,12327,12,8,8,1983,2009,2,5,0,1,0,1441,55,1496,1496,636,2132,1,5,2,1983,612,349,40,9,2009
90,0,7032,11,5,5,1979,1979,1,1,0,1,0,943,0,943,943,0,943,2,4,1,1979,600,42,0,12,2006
90,74,13101,11,5,5,1965,1965,3,3,108,0,6,231,1497,1728,1728,0,1728,6,10,0,1987,576,0,0,11,2008
20,60,7332,11,6,6,1959,1959,5,2,207,0,4,414,450,864,864,0,864,2,4,0,1959,288,168,0,10,2006
60,83,13159,16,7,5,2009,2009,0,0,0,3,2,0,846,846,846,846,1692,3,6,0,2009,650,208,114,7,2009
80,76,9967,17,7,5,2000,2000,0,0,0,0,2,0,384,384,774,656,1430,3,8,1,2000,400,100,0,12,2007
80,70,10500,11,5,7,1971,2005,1,12,82,3,1,349,23,372,576,533,1109,3,5,0,1971,288,35,0,12,2007
50,80,8480,11,5,5,1947,1950,1,1,0,0,3,442,390,832,832,384,1216,2,6,0,1947,336,158,0,10,2008
50,52,6292,23,7,7,1928,1950,2,5,0,0,2,0,861,861,877,600,1477,3,6,2,1928,216,0,50,8,2009
80,96,11777,9,5,6,1966,1966,0,0,97,3,6,328,285,1164,1320,0,1320,3,6,3,1966,564,160,68,5,2006
160,34,3604,5,7,5,2007,2007,0,0,0,0,2,0,689,689,703,689,1392,2,5,0,2007,540,0,102,2,2008
50,81,12150,7,5,5,1954,1954,1,1,335,0,2,0,1050,1050,1050,745,1795,4,7,0,1954,352,0,0,11,2008
20,0,14585,11,6,6,1960,1987,2,5,85,0,4,594,331,1144,1429,0,1429,3,7,2,1960,572,216,110,6,2007
20,98,12704,10,8,5,2008,2009,0,0,306,0,2,0,2042,2042,2042,0,2042,3,8,2,2009,1390,0,90,8,2009
90,81,11841,15,6,5,1990,1990,3,3,104,3,0,816,0,816,816,0,816,3,5,0,0,0,0,32,5,2007
75,75,13500,7,10,9,1893,2000,2,5,0,0,2,0,1237,1237,1521,1254,2775,3,9,2,1988,880,105,502,7,2008
50,51,6120,8,4,7,1935,1995,8,9,0,0,2,0,884,884,989,584,1573,3,6,0,1935,240,0,0,7,2009
20,88,11443,16,8,5,2005,2006,0,0,208,1,0,1460,408,1868,2028,0,2028,2,7,2,2005,880,326,66,3,2006
30,55,10267,8,6,7,1918,2000,9,2,0,2,3,210,0,816,838,0,838,2,5,0,1961,275,0,0,5,2008
85,74,8740,9,5,6,1982,1982,3,3,0,3,1,672,168,840,860,0,860,2,4,0,1996,528,0,0,7,2009
20,65,25095,19,5,8,1968,2003,2,5,0,1,0,1324,113,1437,1473,0,1473,1,5,2,1968,452,0,48,6,2009
40,50,9100,8,5,6,1930,1960,0,0,0,0,2,0,742,742,779,0,935,2,4,0,1988,308,0,0,8,2008
60,64,8320,0,7,5,2004,2004,0,0,0,0,0,490,280,770,770,812,1582,3,6,0,2004,520,0,45,9,2008
60,97,13478,10,10,5,2008,2008,6,6,420,1,0,1338,384,1722,1728,568,2296,3,10,2,2008,842,382,274,6,2009
20,60,6600,4,5,8,1982,2003,3,3,0,0,0,816,0,816,816,0,816,2,4,0,1985,816,0,0,6,2008
120,0,4435,0,6,5,2003,2003,0,0,170,3,0,685,163,848,848,0,848,1,4,0,2003,420,140,0,5,2009
20,88,7990,0,5,6,1975,1975,3,3,0,0,2,0,924,924,924,0,924,3,5,0,1981,280,0,0,4,2008
20,69,11302,18,8,5,2005,2006,0,14,238,1,0,1422,392,1814,1826,0,1826,3,7,1,2005,758,180,75,8,2006
70,60,3600,7,6,7,1910,1993,0,0,0,0,2,0,684,684,684,684,1368,3,7,0,1930,216,0,158,10,2006
120,53,3922,21,7,5,2006,2007,0,0,72,3,2,0,1258,1258,1402,0,1402,2,7,2,2006,648,120,16,2,2007
20,80,12984,2,5,6,1977,1977,7,4,459,2,1,1283,0,1430,1647,0,1647,3,7,1,1977,621,0,0,3,2006
160,24,1950,24,6,6,1980,1980,1,1,0,0,6,81,23,716,716,840,1556,3,6,1,1980,452,161,0,7,2008
60,74,10927,10,8,5,2005,2005,0,0,280,3,0,546,512,1058,1058,846,1904,3,8,2,2003,736,179,60,6,2006
50,50,9000,13,6,6,1937,1950,2,5,0,0,2,0,780,780,780,595,1375,3,6,2,1979,544,0,162,12,2007
60,80,10041,12,8,5,1992,1992,3,3,0,2,0,789,119,908,927,988,1915,3,8,1,1992,506,120,150,2,2006
160,30,3182,5,7,5,2004,2005,1,1,0,0,2,0,600,600,600,600,1200,2,4,0,2004,480,0,172,6,2010
20,88,12803,0,7,5,2002,2002,0,0,99,2,0,922,572,1494,1494,0,1494,3,6,1,2002,530,192,36,9,2008
60,85,13600,11,7,6,1965,1990,3,3,176,0,4,454,314,768,1186,800,1986,3,7,3,1965,486,0,42,10,2009
20,82,12464,0,5,5,1996,1996,0,0,0,0,0,732,308,1040,1040,0,1040,3,6,0,2000,576,168,0,11,2009
20,78,7800,15,5,8,1948,2002,1,1,0,0,0,603,293,896,1112,896,2008,3,8,0,1948,230,103,0,8,2006
70,78,12168,2,8,6,1934,1998,4,5,0,2,4,428,537,965,1940,1254,3194,4,10,2,1934,380,0,0,9,2007
20,61,7943,9,4,5,1961,1961,0,0,192,2,3,903,126,1029,1029,0,1029,3,5,0,1961,261,64,0,4,2007
60,0,11050,0,9,5,2000,2000,0,0,204,2,0,904,536,1440,1476,677,2153,3,8,4,2000,736,253,142,5,2009
80,0,10395,6,6,6,1978,1978,3,3,233,3,1,605,427,1032,1032,0,1032,3,6,1,1978,564,0,0,7,2007
60,0,11885,0,8,5,2001,2001,0,0,108,3,0,990,309,1299,1299,573,1872,3,7,1,2001,531,160,122,11,2009
20,70,8402,4,5,5,2007,2007,0,0,0,0,1,206,914,1120,1120,0,1120,3,6,0,0,0,0,30,12,2007
180,21,1491,14,4,6,1972,1972,6,6,0,3,6,150,0,630,630,0,630,1,3,0,0,0,96,24,5,2010
85,80,8800,11,6,7,1963,1963,1,1,156,1,0,763,173,936,1054,0,1054,3,6,0,1963,480,120,0,5,2010
60,0,7861,17,6,5,2002,2003,0,0,0,0,0,457,326,783,807,702,1509,3,7,2,2002,393,100,75,6,2006
45,59,7227,11,6,6,1954,1954,1,1,0,0,2,0,832,832,832,0,832,2,4,0,1962,528,0,0,6,2008
20,90,11694,10,9,5,2007,2007,6,6,452,3,0,48,1774,1822,1828,0,1828,3,9,2,2007,774,0,108,7,2007
60,85,12244,16,8,5,2003,2003,0,0,226,1,0,871,611,1482,1482,780,2262,4,10,2,2003,749,168,0,8,2008
30,45,8248,15,3,3,1914,1950,9,8,0,0,4,41,823,864,864,0,864,2,5,0,0,0,0,0,9,2008
60,90,10800,6,6,7,1974,1997,3,3,0,0,1,956,384,1522,1548,1066,2614,4,9,1,1974,624,38,243,6,2008
20,71,7064,9,5,6,1977,1977,7,4,153,0,4,560,420,980,980,0,980,3,6,0,1986,484,192,0,7,2009
160,0,2117,5,6,5,2000,2000,1,1,513,0,0,420,336,756,756,756,1512,2,4,1,2000,440,0,32,6,2007
60,80,10400,6,6,5,1972,1972,0,0,288,0,3,247,485,732,1012,778,1790,4,8,1,1972,484,148,0,11,2006
20,87,10000,11,6,6,1962,1962,2,5,261,0,2,0,1116,1116,1116,0,1116,3,5,0,1962,440,0,0,2,2010
20,0,12342,11,5,5,1960,1978,2,5,0,0,2,0,978,978,1422,0,1422,3,6,1,1960,286,0,0,8,2007
80,80,9600,11,6,6,1955,1972,8,9,164,3,4,674,350,1156,1520,0,1520,3,7,2,1955,364,0,0,3,2010
60,70,11606,11,5,5,1969,1969,7,4,192,3,3,650,390,1040,1040,1040,2080,5,9,1,1969,504,335,0,9,2007
80,82,9020,11,6,5,1964,1964,7,5,259,1,0,624,288,1248,1350,0,1350,3,6,0,1964,520,176,0,6,2008
70,50,9000,7,5,6,1880,1991,0,0,0,0,2,0,636,636,1089,661,1750,3,8,0,1937,240,0,0,6,2006
120,34,4590,10,8,5,2006,2006,0,0,108,2,0,24,1530,1554,1554,0,1554,2,6,2,2006,627,156,73,8,2007
20,85,11900,6,7,5,1977,1977,7,4,209,0,1,822,564,1386,1411,0,1411,3,6,1,1977,544,192,0,4,2009
20,80,9250,11,5,7,1954,2005,2,5,0,0,4,480,108,1056,1056,0,1056,3,6,0,1954,260,390,0,7,2007
90,64,6979,7,6,5,1980,1980,7,4,0,0,0,1056,0,1056,1056,0,1056,0,4,0,1980,576,264,56,6,2010
190,60,10896,23,6,7,1914,1995,0,0,0,0,6,256,1184,1440,1440,1440,3395,8,14,0,0,0,0,110,3,2007
30,51,6120,8,2,3,1936,1950,8,9,0,0,2,0,264,264,800,0,800,1,4,5,0,0,0,0,1,2009
190,50,6000,7,5,4,1954,1954,2,5,0,0,2,0,811,811,811,576,1387,3,7,0,1954,256,0,0,11,2009
30,67,8777,15,5,7,1910,1950,1,5,0,0,2,0,796,796,796,0,796,2,4,0,0,0,328,0,5,2008
120,53,3982,21,8,5,2006,2006,0,0,0,3,0,1154,366,1520,1567,0,1567,1,7,2,2006,648,312,0,10,2006
120,62,12677,10,8,5,2003,2004,1,1,472,1,0,1218,300,1518,1518,0,1518,1,6,2,2003,588,185,140,4,2008
60,0,7050,5,7,5,2001,2001,0,0,0,0,0,738,319,1057,1057,872,1929,3,7,1,2001,650,0,235,5,2007
80,75,13860,11,8,7,1972,1995,7,5,0,1,0,1410,542,1952,2000,704,2704,4,9,1,1972,538,269,111,7,2009
60,80,10793,6,5,5,1969,1969,5,3,263,0,3,493,0,780,780,840,1620,4,7,0,1969,462,208,0,4,2007
20,85,9187,5,9,5,2009,2009,6,6,162,2,0,1121,645,1766,1766,0,1766,2,7,2,2009,478,195,130,10,2009
20,0,10530,11,6,5,1971,1971,7,4,0,0,1,282,664,981,981,0,981,3,5,0,1979,576,0,312,3,2007
20,60,7200,11,5,5,1950,1950,1,1,0,4,5,0,0,0,1048,0,1048,3,7,0,1950,420,0,27,7,2008
20,85,10452,15,6,5,1953,1953,2,5,216,2,3,500,594,1094,1094,0,1094,3,5,2,1953,495,0,0,6,2008
60,70,7700,11,6,5,1966,1966,1,1,351,0,2,0,756,756,1051,788,1839,4,7,1,1966,442,0,124,6,2010
